Tier,FICO,Approve_Date,Term,Amount,Previous Rate,Car Type,Competition Rate,Rate,Partner,Outcome
1,779,3/8/04,36,8300,7.9,R,4.65,4.65,3,0
1,789,3/9/04,36,8300,5.75,R,4.65,4.65,1,0
1,808,6/4/04,36,8300,7,R,4.95,4.65,3,0
1,758,5/5/04,36,8410,7,R,4.65,4.65,3,0
1,748,3/7/04,36,8450,10.74,R,4.65,4.65,1,0
1,755,6/21/04,36,8487.73,5.75,R,4.95,4.65,3,1
1,752,5/1/04,36,8492.96,11.25,R,4.65,4.65,1,1
1,755,5/26/04,36,8500,4.95,R,4.95,4.65,3,0
1,791,6/22/04,36,8500,6.25,R,4.95,4.65,3,0
1,735,4/27/04,36,8507,7.9,R,4.65,4.65,1,1
1,787,6/3/04,36,8560.72,5,R,4.95,4.65,3,1
1,782,3/10/04,36,8571,7.9,R,4.65,4.65,1,0
1,751,3/4/04,36,8600,6,R,4.65,4.65,2,1
1,757,3/7/04,36,8700,5.58,R,4.65,4.65,1,1
1,747,3/8/04,36,8700,7.44,R,4.65,4.65,3,0
1,747,3/10/04,36,8763,8.45,R,4.65,4.65,1,1
1,779,3/8/04,36,8800,9,R,4.65,4.65,3,0
1,757,8/4/04,36,8808.4,5.75,R,5.05,4.65,3,1
1,775,3/8/04,36,9000,7.49,R,4.65,4.65,1,1
1,771,6/16/04,36,9000,5.54,R,4.95,4.65,3,0
1,765,6/19/04,36,9180.12,9.75,R,4.95,4.65,3,1
1,802,6/27/04,36,9186,6.6,R,4.95,4.65,3,1
1,738,3/11/04,36,9200,5.79,R,4.65,4.65,3,0
1,791,3/12/04,36,9200,10,R,4.45,4.65,3,1
1,737,6/8/04,36,9337,6,R,4.95,4.65,1,0
1,776,6/1/04,36,9500,6.49,R,4.95,4.65,3,0
1,690,5/8/04,36,9563.99,14.65,R,4.75,4.65,3,1
1,743,5/9/04,36,9670.41,10.9,R,4.75,4.65,1,1
1,739,3/2/04,36,9777,5.95,R,4.65,4.65,1,1
1,747,5/26/04,36,9790.7,20,R,4.95,4.65,3,1
1,744,5/10/04,36,9857,11.75,R,4.75,4.65,1,0
1,760,7/21/04,36,9893.18,6.1,R,4.95,4.65,3,1
1,721,5/5/04,36,9900,14,R,4.65,4.65,3,1
1,802,8/5/04,36,9938.02,5.5,R,5.05,4.65,3,1
1,768,7/12/04,36,9940.11,6,R,4.95,4.65,3,1
1,709,5/19/04,36,9954,13.5,R,4.95,4.65,3,1
1,747,3/5/04,36,10000,12.24,R,4.65,4.65,1,0
1,743,5/5/04,36,10000,10,R,4.65,4.65,3,1
1,707,5/25/04,36,10000,20,R,4.95,4.65,3,0
1,770,5/29/04,36,10000,5.9,R,4.95,4.65,1,0
1,770,5/30/04,36,10000,5.9,R,4.95,4.65,1,0
1,742,6/9/04,36,10000,10,R,4.95,4.65,3,1
1,743,7/23/04,36,10000,6,R,4.95,4.65,1,0
1,792,8/30/04,36,10100,6,R,4.99,4.65,3,0
1,754,5/3/04,36,10210.4,8.99,R,4.65,4.65,1,1
1,792,7/14/04,36,10237,5.25,R,4.95,4.65,3,0
1,742,5/10/04,36,10285.36,14,R,4.75,4.65,1,1
1,743,5/15/04,36,10287,5,R,4.95,4.65,1,0
1,777,3/7/04,36,10300,8.24,R,4.65,4.65,3,1
1,730,7/1/04,36,10300,5.25,R,4.95,4.65,3,0
1,678,5/9/04,36,10309.31,7.35,R,4.75,4.65,1,1
1,776,3/1/04,36,10347,5.25,R,4.65,4.65,1,1
1,763,5/24/04,36,10426.05,6.02,R,4.95,4.65,1,1
1,759,3/12/04,36,10500,9.5,R,4.45,4.65,1,1
1,760,3/8/04,36,10555,9.9,R,4.65,4.65,3,0
1,739,5/12/04,36,10621,11,R,4.75,4.65,3,0
1,744,7/22/04,36,10642.36,5.78,R,4.95,4.65,1,1
1,818,8/25/04,36,10665,6.9,R,5.05,4.65,3,1
1,779,6/7/04,36,10750,5.75,R,4.95,4.65,1,0
1,773,5/9/04,36,10803.01,6.51,R,4.75,4.65,3,1
1,800,6/18/04,36,10902,6.74,R,4.95,4.65,3,0
1,745,3/10/04,36,10934,6,R,4.65,4.65,3,1
1,772,5/11/04,36,10960,5,R,4.75,4.65,3,0
1,757,4/28/04,36,10985,11.5,R,4.65,4.65,3,1
1,777,3/7/04,36,11000,6.44,R,4.65,4.65,3,0
1,758,3/10/04,36,11000,6,R,4.65,4.65,1,1
1,784,6/25/04,36,11000,6.25,R,4.95,4.65,3,0
1,721,7/15/04,36,11038.63,5.93,R,4.95,4.65,3,1
1,811,5/10/04,36,11095,19.9,R,4.75,4.65,3,0
1,823,6/24/04,36,11124.43,7.79,R,4.95,4.65,3,1
1,737,5/10/04,36,11142,18,R,4.75,4.65,3,1
1,780,5/28/04,36,11198.45,6.49,R,4.95,4.65,3,1
1,760,3/10/04,36,11200,6.45,R,4.65,4.65,3,0
1,734,6/3/04,36,11407.32,5.74,R,4.95,4.65,3,1
1,730,6/3/04,36,11498,18,R,4.95,4.65,3,1
1,740,3/10/04,36,11500,6.9,R,4.65,4.65,1,0
1,808,3/12/04,36,11500,6.9,R,4.45,4.65,1,1
1,714,6/5/04,36,11543.91,5,R,4.95,4.65,1,1
1,679,8/2/04,36,11651.08,5.95,R,5.05,4.65,1,1
1,731,5/6/04,36,11726.06,8,R,4.65,4.65,1,1
1,760,5/5/04,36,11793.77,8,R,4.65,4.65,1,1
1,793,3/10/04,36,11805,6.9,R,4.65,4.65,1,1
1,761,5/5/04,36,11820.82,7.5,R,4.65,4.65,1,1
1,790,5/4/04,36,11864,7.5,R,4.65,4.65,3,0
1,763,5/12/04,36,11917.25,8.99,R,4.75,4.65,3,1
1,768,8/3/04,36,11943,5.39,R,5.05,4.65,1,0
1,722,5/3/04,36,11946.27,6.99,R,4.65,4.65,1,1
1,778,3/3/04,36,12000,5.5,R,4.65,4.65,2,0
1,785,3/5/04,36,12000,5.99,R,4.65,4.65,2,1
1,751,3/6/04,36,12000,4.9,R,4.65,4.65,1,0
1,724,3/11/04,36,12000,5.5,R,4.65,4.65,2,0
1,777,3/12/04,36,12000,6.25,R,4.45,4.65,2,0
1,742,5/4/04,36,12000,8.5,R,4.65,4.65,1,0
1,757,6/27/04,36,12000,6.15,R,4.95,4.65,3,0
1,766,6/28/04,36,12000,6,R,4.95,4.65,3,0
1,752,6/7/04,36,12097.26,5.99,R,4.95,4.65,1,1
1,767,3/11/04,36,12200,6.85,R,4.65,4.65,3,1
1,763,5/13/04,36,12250,7.5,R,4.75,4.65,3,1
1,747,6/14/04,36,12300,5.2,R,4.95,4.65,1,1
1,784,3/2/04,36,12310,6.19,R,4.65,4.65,2,0
1,793,5/16/04,36,12329.48,6.1,R,4.95,4.65,2,1
1,763,6/1/04,36,12333,15,R,4.95,4.65,3,0
1,760,5/28/04,36,12335.5,11,R,4.95,4.65,3,1
1,772,6/22/04,36,12357.06,4.9,R,4.95,4.65,1,1
1,761,5/8/04,36,12377.82,6.4,R,4.75,4.65,2,1
1,754,6/11/04,36,12390,5.19,R,4.95,4.65,1,0
1,735,5/5/04,36,12469.67,9.55,R,4.65,4.65,1,1
1,760,3/9/04,36,12500,7.5,R,4.65,4.65,1,0
1,787,4/28/04,36,12500,6.49,R,4.65,4.65,3,0
1,786,6/10/04,36,12500,5.45,R,4.95,4.65,3,0
1,755,5/15/04,36,12554,4.9,R,4.95,4.65,2,0
1,770,6/14/04,36,12582,5.75,R,4.95,4.65,3,0
1,810,5/4/04,36,12589,8,R,4.65,4.65,1,0
1,738,5/25/04,36,12681.68,5.5,R,4.95,4.65,3,1
1,733,3/4/04,36,12700,8.99,R,4.65,4.65,3,0
1,744,7/13/04,36,12700,6.1,R,4.95,4.65,2,0
1,768,7/19/04,36,12700,5.75,R,4.95,4.65,2,0
1,733,7/17/04,36,12704.97,5.85,R,4.95,4.65,2,1
1,789,6/11/04,36,12730.69,5.99,R,4.95,4.65,1,1
1,752,3/11/04,36,12744,7.25,R,4.65,4.65,3,0
1,727,4/2/04,36,12800,10,R,4.45,4.65,3,1
1,738,8/3/04,36,12817,6,R,5.05,4.65,2,0
1,770,4/30/04,36,12857,7.99,R,4.65,4.65,2,0
1,754,8/1/04,36,12895.31,5.99,R,5.05,4.65,1,1
1,753,6/24/04,36,12945,4.74,R,4.95,4.65,2,0
1,749,6/11/04,36,12950.96,5.25,R,4.95,4.65,2,1
1,742,7/4/04,36,12951,5,R,4.95,4.65,2,0
1,746,3/8/04,36,13000,10,R,4.65,4.65,3,1
1,737,3/8/04,36,13000,8,R,4.65,4.65,2,0
1,751,3/8/04,36,13000,7,R,4.65,4.65,3,0
1,791,3/10/04,36,13000,6.9,R,4.65,4.65,2,0
1,755,6/28/04,36,13000,5.95,R,4.95,4.65,2,1
1,764,7/1/04,36,13000,4.75,R,4.95,4.65,2,0
1,754,8/3/04,36,13000,5.45,R,5.05,4.65,2,0
1,681,5/15/04,36,13141.06,7.5,R,4.95,4.65,3,1
1,757,5/31/04,36,13168.02,5.95,R,4.95,4.65,1,1
1,775,5/25/04,36,13208,5.75,R,4.95,4.65,2,0
1,758,5/27/04,36,13212,5.49,R,4.95,4.65,3,0
1,780,7/9/04,36,13296,5.8,R,4.95,4.65,2,0
1,739,3/1/04,36,13318,5.95,R,4.65,4.65,1,1
1,742,5/9/04,36,13400,4.25,R,4.75,4.65,2,0
1,770,7/2/04,36,13400,5.99,R,4.95,4.65,3,1
1,758,5/5/04,36,13410.93,8,R,4.65,4.65,3,1
1,714,5/10/04,36,13459.57,6.5,R,4.75,4.65,3,1
1,750,3/9/04,36,13466,10,R,4.65,4.65,3,0
1,777,5/19/04,36,13504,9,R,4.95,4.65,3,1
1,734,5/3/04,36,13504.88,6.9,R,4.65,4.65,2,1
1,734,3/5/04,36,13550,8.9,R,4.65,4.65,3,1
1,805,7/1/04,36,13579,5.99,R,4.95,4.65,3,0
1,745,3/11/04,36,13600,11.9,R,4.65,4.65,2,1
1,781,7/14/04,36,13608,5.39,R,4.95,4.65,2,0
1,786,5/7/04,36,13784.45,7,R,4.65,4.65,1,1
1,780,3/8/04,36,13800,9.8,R,4.65,4.65,1,0
1,741,4/29/04,36,13823,10,R,4.65,4.65,3,1
1,800,6/23/04,36,13862,6,R,4.95,4.65,3,0
1,760,5/28/04,36,13919,9.15,R,4.95,4.65,3,0
1,779,3/11/04,36,13934,9.05,R,4.65,4.65,3,0
1,784,5/17/04,36,13993,5.95,R,4.95,4.65,3,0
1,788,3/2/04,36,14000,4.89,R,4.65,4.65,2,0
1,764,3/4/04,36,14000,10,R,4.65,4.65,2,0
1,773,3/7/04,36,14000,8.5,R,4.65,4.65,2,0
1,770,3/8/04,36,14000,6.49,R,4.65,4.65,1,0
1,789,4/27/04,36,14000,10,R,4.65,4.65,1,0
1,761,5/27/04,36,14000,6.99,R,4.95,4.65,3,1
1,743,6/22/04,36,14000,5.49,R,4.95,4.65,1,1
1,738,7/12/04,36,14124,5.5,R,4.95,4.65,2,0
1,764,6/3/04,36,14192,6,R,4.95,4.65,2,0
1,745,4/27/04,36,14321,6.25,R,4.65,4.65,2,0
1,725,4/29/04,36,14325.1,11,R,4.65,4.65,3,1
1,814,3/2/04,36,14343,5.99,R,4.65,4.65,2,0
1,734,3/8/04,36,14500,6.5,R,4.65,4.65,2,0
1,764,3/10/04,36,14500,8.25,R,4.65,4.65,1,1
1,762,4/27/04,36,14500,6.25,R,4.65,4.65,3,0
1,775,5/20/04,36,14524.18,5.9,R,4.95,4.65,1,1
1,795,6/3/04,36,14716.89,6.1,R,4.95,4.65,3,1
1,738,8/5/04,36,14721.25,5.88,R,5.05,4.65,3,1
1,741,5/7/04,36,14741.33,16,R,4.65,4.65,3,1
1,780,3/5/04,36,14800,6.79,R,4.65,4.65,2,0
1,742,7/13/04,36,14892.26,5.9,R,4.95,4.65,1,1
1,737,8/3/04,36,14928,5.65,R,5.05,4.65,3,1
1,802,3/11/04,36,14933,7.75,R,4.65,4.65,3,1
1,781,3/8/04,36,15000,4.9,R,4.65,4.65,2,0
1,739,3/9/04,36,15000,6.75,R,4.65,4.65,1,1
1,791,3/11/04,36,15000,8,R,4.65,4.65,2,0
1,733,4/28/04,36,15000,7.08,R,4.65,4.65,3,0
1,761,5/28/04,36,15000,7,R,4.95,4.65,3,0
1,766,6/1/04,36,15000,8.5,R,4.95,4.65,3,0
1,807,6/22/04,36,15000,5.9,R,4.95,4.65,3,0
1,760,5/14/04,36,15100,4.79,R,4.75,4.65,2,0
1,761,3/10/04,36,15127,8.25,R,4.65,4.65,1,1
1,779,6/23/04,36,15150,4.82,R,4.95,4.65,2,0
1,806,6/1/04,36,15167,5,R,4.95,4.65,1,0
1,784,3/11/04,36,15200,10,R,4.65,4.65,3,0
1,753,3/5/04,36,15271,7.15,R,4.65,4.65,1,1
1,757,5/1/04,36,15332.8,7.9,R,4.65,4.65,3,1
1,769,6/2/04,36,15363,5.9,R,4.95,4.65,2,0
1,702,5/13/04,36,15370,5.95,R,4.75,4.65,2,0
1,744,3/1/04,36,15400,5.5,R,4.65,4.65,2,0
1,778,4/30/04,36,15441,9.4,R,4.65,4.65,1,0
1,773,6/1/04,36,15479,5.99,R,4.95,4.65,2,0
1,762,3/7/04,36,15500,11.75,R,4.65,4.65,2,0
1,774,3/7/04,36,15562,5.99,R,4.65,4.65,1,1
1,777,5/2/04,36,15632,9,R,4.65,4.65,1,0
1,768,3/7/04,36,16000,8,R,4.65,4.65,2,0
1,730,6/24/04,36,16000,5.9,R,4.95,4.65,2,0
1,750,7/4/04,36,16000,4.9,R,4.95,4.65,2,0
1,748,6/9/04,36,16067,11.49,R,4.95,4.65,3,1
1,782,3/10/04,36,16100,5.4,R,4.65,4.65,3,0
1,747,5/5/04,36,16261.34,9.99,R,4.65,4.65,2,1
1,795,3/11/04,36,16327,10.5,R,4.65,4.65,3,0
1,779,5/22/04,36,16336,6,R,4.95,4.65,2,0
1,768,3/10/04,36,16422,5.65,R,4.65,4.65,2,0
1,739,5/18/04,36,16480.79,6,R,4.95,4.65,1,1
1,755,6/14/04,36,16500,5.9,R,4.95,4.65,2,0
1,791,8/4/04,36,16527,5.4,R,5.05,4.65,3,0
1,764,5/14/04,36,16629,5.9,R,4.75,4.65,2,0
1,736,2/28/04,36,16630,5.4,R,4.65,4.65,2,0
1,686,3/10/04,36,16667,7.5,R,4.65,4.65,1,1
1,738,4/30/04,36,16800,7.49,R,4.65,4.65,2,0
1,762,5/12/04,36,16987.14,5.4,R,4.75,4.65,1,1
1,747,3/7/04,36,17000,7.75,R,4.65,4.65,2,1
1,780,3/8/04,36,17000,10,R,4.65,4.65,3,0
1,780,3/10/04,36,17000,10,R,4.65,4.65,3,0
1,769,3/10/04,36,17000,6.25,R,4.65,4.65,3,0
1,735,6/30/04,36,17070,5.5,R,4.95,4.65,2,0
1,736,3/11/04,36,17163,7.95,R,4.65,4.65,3,1
1,738,7/22/04,36,17177,5,R,4.95,4.65,3,0
1,754,3/7/04,36,17200,7,R,4.65,4.65,2,0
1,798,5/9/04,36,17200,8.2,R,4.75,4.65,3,0
1,744,3/10/04,36,17250,7,R,4.65,4.65,1,0
1,754,5/29/04,36,17338,5.94,R,4.95,4.65,1,0
1,760,6/28/04,36,17494,8,R,4.95,4.65,3,0
1,776,5/7/04,36,17627,10,R,4.65,4.65,3,0
1,805,3/12/04,36,17662,9.9,R,4.45,4.65,2,0
1,773,3/5/04,36,18000,7,R,4.65,4.65,1,0
1,787,5/1/04,36,18000,8.9,R,4.65,4.65,3,0
1,730,5/2/04,36,18000,6.6,R,4.65,4.65,1,1
1,756,5/16/04,36,18000,5.9,R,4.95,4.65,3,1
1,733,7/21/04,36,18000,20,R,4.95,4.65,3,1
1,751,3/10/04,36,18100,7.19,R,4.65,4.65,1,1
1,735,6/2/04,36,18127,5.5,R,4.95,4.65,2,0
1,758,3/2/04,36,18300,4.99,R,4.65,4.65,2,0
1,743,5/7/04,36,18301,9.59,R,4.65,4.65,2,0
1,758,6/19/04,36,18500,5,R,4.95,4.65,2,0
1,749,5/7/04,36,18700,7.25,R,4.65,4.65,3,1
1,745,3/10/04,36,18906,5.43,R,4.65,4.65,3,0
1,794,6/24/04,36,18913.81,7.9,R,4.95,4.65,3,1
1,772,3/10/04,36,19000,8,R,4.65,4.65,3,0
1,757,5/12/04,36,19000,5.9,R,4.75,4.65,2,0
1,709,6/7/04,36,19298,5.59,R,4.95,4.65,3,0
1,749,2/27/04,36,19300,12.99,R,4.65,4.65,3,1
1,749,3/6/04,36,19300,12.9,R,4.65,4.65,1,0
1,739,5/18/04,36,19440.86,6,R,4.95,4.65,1,1
1,828,5/10/04,36,19500,8.25,R,4.75,4.65,1,0
1,748,6/6/04,36,19505,4.85,R,4.95,4.65,2,0
1,758,3/5/04,36,19663,5.5,R,4.65,4.65,1,0
1,773,3/1/04,36,19800,5.95,R,4.65,4.65,1,1
1,742,5/12/04,36,19946,5.65,R,4.75,4.65,1,0
1,828,8/9/03,36,14574,6.09,R,4.75,4.62,1,0
1,781,12/26/03,36,12452,6.07,R,4.75,4.6,1,0
1,814,9/19/04,36,5000,6.89,R,4.99,4.59,3,0
1,645,9/15/04,36,7441.13,8.9,R,4.99,4.59,3,1
1,802,11/15/04,36,8643,9,R,5.05,4.59,3,0
1,815,9/28/04,36,9000,8.25,R,4.99,4.59,3,1
1,760,10/26/04,36,9941.6,9.9,R,4.99,4.59,3,1
1,831,9/13/04,36,10042,6.5,R,4.99,4.59,3,1
1,787,9/9/04,36,10400,5.6,R,4.99,4.59,3,0
1,801,10/7/04,36,10439.06,6,R,4.99,4.59,3,1
1,770,9/21/04,36,10848.08,5.9,R,4.99,4.59,3,1
1,777,9/17/04,36,11339.06,6.98,R,4.99,4.59,3,1
1,784,10/22/04,36,12346.02,9.5,R,4.99,4.59,3,1
1,818,9/22/04,36,12786,6.64,R,4.99,4.59,3,0
1,825,10/27/04,36,13207,6.25,R,4.99,4.59,3,0
1,797,10/6/04,36,13944,5.99,R,4.99,4.59,3,1
1,768,11/1/04,36,14000,6.32,R,4.99,4.59,3,1
1,775,9/17/04,36,14097,5.4,R,4.99,4.59,3,0
1,769,9/9/04,36,14685,7.75,R,4.99,4.59,3,0
1,790,10/26/04,36,14797.09,7.54,R,4.99,4.59,3,1
1,766,9/14/04,36,15830,7,R,4.99,4.59,3,0
1,764,9/30/04,36,16410,8.2,R,4.99,4.59,3,1
1,766,9/7/04,36,17459,12,R,4.99,4.59,3,0
1,738,5/5/04,36,11000,6.04,R,4.65,4.57,1,1
1,684,4/20/04,36,5000,11.19,R,4.55,4.55,1,1
1,741,4/21/04,36,5000,6.8,R,4.55,4.55,1,1
1,791,4/26/04,36,5000,10,R,4.65,4.55,3,0
1,746,4/25/04,36,5285.4,10.99,R,4.65,4.55,1,1
1,750,4/26/04,36,5395.11,7.9,R,4.65,4.55,1,1
1,735,4/20/04,36,5400,6.8,R,4.55,4.55,3,1
1,755,4/21/04,36,6000,6.49,R,4.55,4.55,1,1
1,772,7/20/04,36,6398.15,6.99,R,4.95,4.55,3,1
1,802,8/19/04,36,6689,8,R,5.05,4.55,3,0
1,732,4/26/04,36,7376.43,7.5,R,4.65,4.55,1,1
1,730,4/22/04,36,7500,7.49,R,4.55,4.55,3,1
1,730,4/23/04,36,8052.2,9.75,R,4.55,4.55,3,1
1,720,4/22/04,36,8200,11.1,R,4.55,4.55,1,1
1,682,8/6/04,36,8488,8.75,R,5.05,4.55,3,0
1,758,4/20/04,36,8500,9.89,R,4.55,4.55,3,0
1,761,8/6/04,36,8800,8.25,R,5.05,4.55,3,1
1,802,8/4/04,36,8838.97,12.5,R,5.05,4.55,3,1
1,740,4/26/04,36,9000,6.9,R,4.65,4.55,1,1
1,788,8/16/04,36,9200,6.1,R,5.05,4.55,3,0
1,777,7/20/04,36,9300,16.95,R,4.95,4.55,3,0
1,768,4/25/04,36,9313.46,6.9,R,4.65,4.55,3,1
1,738,4/21/04,36,9500,8.59,R,4.55,4.55,3,1
1,821,7/6/04,36,9605.4,7.6,R,4.95,4.55,3,1
1,740,4/23/04,36,9753.06,10.9,R,4.55,4.55,1,1
1,693,4/21/04,36,9885,9.5,R,4.55,4.55,3,1
1,779,7/20/04,36,10000,6.7,R,4.95,4.55,3,0
1,816,8/20/04,36,10000,7.5,R,5.05,4.55,3,1
1,764,8/19/04,36,10500,6.49,R,5.05,4.55,3,0
1,805,8/9/04,36,10541,7.9,R,5.05,4.55,3,0
1,710,4/22/04,36,10938.9,10.75,R,4.55,4.55,3,1
1,761,7/15/04,36,10977,9,R,4.95,4.55,3,0
1,835,4/24/04,36,11132,7,R,4.65,4.55,3,0
1,778,7/12/04,36,11853.64,8.25,R,4.95,4.55,3,1
1,800,7/21/04,36,11929.69,5.5,R,4.95,4.55,3,1
1,799,4/20/04,36,11996.81,7.99,R,4.55,4.55,1,1
1,756,4/23/04,36,12492.95,6.75,R,4.55,4.55,2,1
1,731,4/24/04,36,12612.71,10.25,R,4.65,4.55,1,1
1,768,4/25/04,36,13100,6.49,R,4.65,4.55,3,1
1,769,7/19/04,36,13457.06,6.28,R,4.95,4.55,3,1
1,780,4/21/04,36,13699.67,12,R,4.55,4.55,3,1
1,728,4/1/04,36,14106,9.99,R,4.45,4.55,1,0
1,792,7/12/04,36,14221.44,7.25,R,4.95,4.55,3,1
1,754,7/1/04,36,14250,7.69,R,4.95,4.55,3,0
1,722,4/21/04,36,14500,4.1,R,4.55,4.55,2,0
1,703,4/22/04,36,14500,9.45,R,4.55,4.55,2,0
1,750,4/21/04,36,15036.02,8.5,R,4.55,4.55,3,1
1,677,4/23/04,36,15658.12,8.44,R,4.55,4.55,3,1
1,757,4/21/04,36,15802,7.9,R,4.55,4.55,3,0
1,726,4/26/04,36,16175,10.25,R,4.65,4.55,1,1
1,774,4/23/04,36,16180,7.45,R,4.55,4.55,1,0
1,754,4/24/04,36,16274.42,8.79,R,4.65,4.55,3,1
1,736,4/26/04,36,16800,7.45,R,4.65,4.55,2,0
1,793,7/6/04,36,18000,3.85,R,4.95,4.55,3,0
1,785,7/7/04,36,18252,6.5,R,4.95,4.55,3,0
1,707,4/20/04,36,19839.52,7.9,R,4.55,4.55,3,1
1,746,6/5/03,36,6300,8.35,R,4.59,4.54,3,0
1,747,6/6/03,36,6300,7,R,4.59,4.54,1,0
1,791,6/10/03,36,6300,9,R,4.39,4.54,3,0
1,795,6/10/03,36,6300,8.5,R,4.39,4.54,3,0
1,804,6/10/03,36,6300,7,R,4.39,4.54,3,1
1,745,6/6/03,36,6374,7.22,R,4.59,4.54,3,0
1,752,6/3/03,36,6600,5.9,R,4.59,4.54,1,1
1,806,6/6/03,36,6650,9.9,R,4.59,4.54,3,1
1,797,6/10/03,36,6752,6.9,R,4.39,4.54,1,1
1,755,6/3/03,36,6800,9,R,4.59,4.54,3,0
1,740,6/2/03,36,6850,5.25,R,4.59,4.54,1,1
1,740,6/3/03,36,6880,5.25,R,4.59,4.54,1,0
1,787,6/6/03,36,7074,8,R,4.59,4.54,1,0
1,794,6/5/03,36,7100,8.5,R,4.59,4.54,1,0
1,745,6/2/03,36,7110,7.39,R,4.59,4.54,3,1
1,732,6/5/03,36,7200,8,R,4.59,4.54,1,1
1,797,6/6/03,36,7250,7.99,R,4.59,4.54,1,0
1,763,6/10/03,36,7260,6.23,R,4.39,4.54,1,1
1,778,6/9/03,36,7300,6,R,4.59,4.54,3,1
1,758,6/11/03,36,7350,5.9,R,4.39,4.54,1,0
1,734,6/9/03,36,7470,7.25,R,4.59,4.54,3,1
1,751,6/6/03,36,7769,11.8,R,4.59,4.54,3,0
1,791,6/2/03,36,7800,8,R,4.59,4.54,1,0
1,765,6/4/03,36,7800,8.75,R,4.59,4.54,3,0
1,748,6/9/03,36,7800,9.85,R,4.59,4.54,3,1
1,785,6/19/03,36,7835,7.25,R,4.39,4.54,1,0
1,804,6/10/03,36,7977,6,R,4.39,4.54,1,0
1,777,6/10/03,36,8062,7,R,4.39,4.54,1,0
1,762,6/10/03,36,8170,5.9,R,4.39,4.54,1,1
1,778,6/7/03,36,8200,10.99,R,4.59,4.54,1,1
1,772,6/4/03,36,8300,8.25,R,4.59,4.54,1,0
1,747,6/6/03,36,8300,7.99,R,4.59,4.54,3,0
1,771,6/9/03,36,8300,7.59,R,4.59,4.54,1,1
1,766,6/10/03,36,8300,8.25,R,4.39,4.54,1,0
1,774,6/11/03,36,8300,8,R,4.39,4.54,1,1
1,735,6/10/03,36,8533,8.5,R,4.39,4.54,1,1
1,773,6/10/03,36,8553,7,R,4.39,4.54,3,1
1,753,6/10/03,36,8749,8.49,R,4.39,4.54,1,1
1,739,6/5/03,36,8800,8,R,4.59,4.54,3,0
1,785,6/3/03,36,8850,5.79,R,4.59,4.54,3,1
1,765,6/6/03,36,9068,8.6,R,4.59,4.54,3,0
1,785,6/9/03,36,9277,7.99,R,4.59,4.54,1,0
1,752,6/5/03,36,9300,5.49,R,4.59,4.54,1,0
1,748,6/6/03,36,9300,7.9,R,4.59,4.54,3,0
1,742,6/10/03,36,9300,7.99,R,4.39,4.54,1,1
1,756,6/3/03,36,9557,6.55,R,4.59,4.54,1,0
1,804,6/2/03,36,9600,8.49,R,4.59,4.54,1,1
1,773,6/6/03,36,9600,6.49,R,4.59,4.54,1,1
1,736,6/2/03,36,9700,7.48,R,4.59,4.54,3,0
1,793,6/7/03,36,9700,6.99,R,4.59,4.54,1,1
1,758,6/3/03,36,9800,6.5,R,4.59,4.54,1,0
1,752,6/6/03,36,9800,11,R,4.59,4.54,1,1
1,790,6/10/03,36,9800,7,R,4.39,4.54,1,1
1,765,6/3/03,36,9841,6.49,R,4.59,4.54,3,1
1,788,6/3/03,36,9900,6.9,R,4.59,4.54,3,0
1,752,6/6/03,36,9900,6.5,R,4.59,4.54,1,1
1,763,6/5/03,36,9963,7.5,R,4.59,4.54,3,0
1,760,6/11/03,36,10000,6.9,R,4.39,4.54,1,0
1,734,6/10/03,36,10250,6.44,R,4.39,4.54,1,0
1,742,6/3/03,36,10300,7,R,4.59,4.54,1,0
1,744,6/2/03,36,10300,7,R,4.59,4.54,1,0
1,792,6/3/03,36,10300,5.99,R,4.59,4.54,1,0
1,800,6/3/03,36,10300,6.24,R,4.59,4.54,3,0
1,784,6/4/03,36,10300,8.25,R,4.59,4.54,1,1
1,770,6/4/03,36,10300,6.49,R,4.59,4.54,1,0
1,751,6/5/03,36,10300,8.9,R,4.59,4.54,1,0
1,766,6/5/03,36,10300,6.75,R,4.59,4.54,3,0
1,772,6/5/03,36,10300,7.5,R,4.59,4.54,1,0
1,742,6/6/03,36,10300,7.25,R,4.59,4.54,1,0
1,812,6/6/03,36,10300,7.9,R,4.59,4.54,1,0
1,778,6/9/03,36,10300,7.5,R,4.59,4.54,3,0
1,769,6/10/03,36,10300,8.99,R,4.39,4.54,1,0
1,747,6/10/03,36,10300,6,R,4.39,4.54,1,1
1,785,6/9/03,36,10400,12,R,4.59,4.54,3,0
1,762,6/5/03,36,10600,8.25,R,4.59,4.54,1,1
1,759,6/7/03,36,10600.93,11.95,R,4.59,4.54,1,1
1,775,6/2/03,36,10625,7.2,R,4.59,4.54,1,1
1,748,6/6/03,36,10750,6.29,R,4.59,4.54,3,1
1,786,6/3/03,36,10800,6.25,R,4.59,4.54,1,0
1,753,6/5/03,36,10800,7.25,R,4.59,4.54,3,1
1,777,6/5/03,36,10800,7.5,R,4.59,4.54,3,0
1,784,6/6/03,36,10800,11.25,R,4.59,4.54,3,1
1,760,6/10/03,36,10800,9.5,R,4.39,4.54,1,0
1,740,6/5/03,36,11000,7.99,R,4.59,4.54,1,1
1,735,6/6/03,36,11026,15,R,4.59,4.54,3,1
1,809,6/11/03,36,11175,9.1,R,4.39,4.54,3,0
